nombre,marca,cantidades_disponibles,precio,precio_original,descripcion,referencia,url_producto,url_imagen
DONNA KARAN DKNY BE 100 % DELICIOUS EDP 100 Ml,,100ml,$159.000,,"Auténtica, honesta, sin esfuerzo. DKNY Be 100% Delicious es una nueva experiencia de fragancia personalizable, que captura su sentido inflexible de autenticidad. Para las que siempre son 100. DKNY Be 100% Delicious alienta a las chicas reales, sin esfuerzo. Expresivas sin disculpas a mostrarse como su yo más genuino, 100% reales.",8094,https://www.rp-luxury.com/es/fragancias-femeninas/8094-6671-donna-karan-dkny-be-100-delicious-edp-100-ml.html#/34-talla-100ml,C:\Users\Bruno\Downloads\Imagenes_fragancias_femeninas\8094.jpg
CAROLINA HERRERA 212 VIP ROSE EAU DE PARFUM 80 Ml,,80ml,$270.000,,"Esta nueva versión del perfume 212 es una invitación a la fiesta, la vida y las agitadas noches de Nueva York. Fragancia de ensueño en la que converge todo el glamour y la elegancia. Auténtica, espontánea, creativa y sofisticada. Es fresca, femenina, sensual y joven. Las fragancias de Carolina Herrera son increíblemente irresistibles y magnéticos.",8093,https://www.rp-luxury.com/es/fragancias-femeninas/8093-6670-carolina-herrera-212-vip-rose-eau-de-parfum-80-ml.html#/29-talla-80ml,C:\Users\Bruno\Downloads\Imagenes_fragancias_femeninas\8093.jpg
MARC JACOBS DAISY MURAKAMI YELLOW EDP 50 Ml,,50ml,$176.500,,Adéntrese en un jardín surrealista donde los cítricos brillantes y la dulzura jugosa se equilibran con un toque terroso en la Limited Edition Daisy Murakami Yellow. Un encuentro alegre de dos mundos icónicos: La extravagante Daisy de Marc Jacobs y las vibrantes flores de Takashi Murakami.,8092,https://www.rp-luxury.com/es/fragancias-femeninas/8092-6668-marc-jacobs-daisy-murakami-yellow-edp-50-ml.html#/33-talla-50ml,C:\Users\Bruno\Downloads\Imagenes_fragancias_femeninas\8092.jpg
MARC JACOBS DAISY MURAKAMI PINK EDP 50 Ml,,50ml,$176.500,,"Daisy Murakami Pink. Ideal para salidas diurnas, almuerzos en flor o simplemente para elevar el día a día con un toque juguetón y pulido. Más que una fragancia, es una obra de arte. Un encuentro alegre de dos mundos icónicos: La extravagante Daisy de Marc Jacobs y las vibrantes flores de Takashi Murakami.",8091,https://www.rp-luxury.com/es/fragancias-femeninas/8091-6667-marc-jacobs-daisy-murakami-pink-edp-50-ml.html#/33-talla-50ml,C:\Users\Bruno\Downloads\Imagenes_fragancias_femeninas\8091.jpg
MARC JACOBS DAISY MURAKAMI GREEN EDP 50 Ml,,50ml,$176.500,,"El plátano iluminado por el sol, el jazmín luminoso y la vainilla cremosa se unen en Limited Edition Daisy Murakami Green. Una atrevida declaración olfativa tan inesperada como irresistible: vibrante, adictiva e inolvidable. Es puro encanto sin esfuerzo. Más que una fragancia, es una obra de arte. Un encuentro alegre de dos mundos icónicos: La extravagante Daisy de Marc Jacobs y las vibrantes flores de Takashi Murakami.",8090,https://www.rp-luxury.com/es/fragancias-femeninas/8090-6666-marc-jacobs-daisy-murakami-green-edp-50-ml.html#/33-talla-50ml,C:\Users\Bruno\Downloads\Imagenes_fragancias_femeninas\8090.jpg
MARC JACOBS DAISY MURAKAMI BLUE EDP 50 Ml,,50ml,$176.500,,"La nueva Limited Edition Daisy Murakami Blue es como morder una jugosa fruta: fresca, dulce y totalmente irresistible. Una audaz fusión de pera brillante y ricos florales, equilibrada con acordes sensuales y terrosos de madera. Úsela cuando quiera sentirse con confianza, alegre y un poco imprevisible. Más que una fragancia, es una obra de arte. Un encuentro alegre de dos mundos icónicos: La extravagante Daisy de Marc Jacobs y las vibrantes flores de Takashi Murakami.",8089,https://www.rp-luxury.com/es/fragancias-femeninas/8089-6665-marc-jacobs-daisy-murakami-blue-edp-50-ml.html#/33-talla-50ml,C:\Users\Bruno\Downloads\Imagenes_fragancias_femeninas\8089.jpg
MICHAEL KORS POUR FEMME ABSOLU EDP 100 Ml,,100ml,$231.000,,"Una fragancia ambarina, frutal y floral que evoca el placer de una escapada sin límites.",8083,https://www.rp-luxury.com/es/fragancias-femeninas/8083-6659-michael-kors-pour-femme-absolu-edp-100-ml.html#/34-talla-100ml,C:\Users\Bruno\Downloads\Imagenes_fragancias_femeninas\8083.jpg
TOMMY HILFIGER TOMMY GIRL NEW YORK EDT 100 Ml,,100ml,$187.000,,"Esta alegre eau de toilette es una mezcla aromática de bergamota cítrica, flores clásicas y sándalo cremoso, que le aporta un toque memorable.",7992,https://www.rp-luxury.com/es/fragancias-femeninas/7992-6569-tommy-hilfiger-tommy-girl-new-york-edt-100-ml.html#/34-talla-100ml,C:\Users\Bruno\Downloads\Imagenes_fragancias_femeninas\7992.jpg
JIMMY CHOO I WANT CHOO EDITION EDP 100 Ml,,100ml,$319.000,,"Jimmy Choo I Want Choo Eau de Parfum 2025 Edición de Coleccionista celebra el glamour, la confianza y el espíritu juguetón de la mujer moderna. Esta edición limitada reinventa el icónico I Want Choo con un diseño exclusivo y un accesorio desmontable para el pelo a la vanguardia, convirtiéndolo en algo más que una fragancia, sino una pieza realmente destacada. Inspirada en momentos de alegría, amistad y celebración, esta edición encarna el brillo de la anticipación antes de una noche de risas y recuerdos inolvidables. Es un aroma que irradia empoderamiento y encanto, capturando la esencia misma del mundo de lujo de Jimmy Choo.",7915,https://www.rp-luxury.com/es/fragancias-femeninas/7915-6525-jimmy-choo-i-want-choo-edition-edp-100-ml.html#/34-talla-100ml,C:\Users\Bruno\Downloads\Imagenes_fragancias_femeninas\7915.jpg
CALVIN KLEIN ETERNITY MOMENT EAU DE PARFUM 100 Ml,,100ml,$267.300,,"Eternity Moment captura con elegancia la emoción y el éxtasis del primer momento de enamoramiento, el latido acelerado del corazón, el nerviosismo jubiloso y la intensa realización del deseo. Inspirada en el cruce entre la pasión y el amor, esta refinada fragancia fusiona las seductoras notas de flor de granada y lichi, armoniosamente entrelazadas con el vibrante cashmere de frambuesa, el cálido palo de rosa y la delicada flor de la pasión, sobre una base cautivadora de sensuales almizcles. Eternity Moment femenino es un eau de parfum que encapsula el misterio de esos primeros momentos de amor verdadero, donde el resto del mundo se desvanece en el horizonte y todo lo que prevalece son dos almas entrelazadas. Es la chispa en los ojos del otro que revela un reconocimiento profundamente arraigado, una sensación de conocer las insondables profundidades del alma del ser amado.",7838,https://www.rp-luxury.com/es/fragancias-femeninas/7838-6433-calvin-klein-eternity-moment-eau-de-parfum-100-ml.html#/34-talla-100ml,C:\Users\Bruno\Downloads\Imagenes_fragancias_femeninas\7838.jpg
ISSEY MIYAKE L'EAU D'ISSEY EAU DE PARFUM INTENSE RECARGABLE 50 Ml,,50ml,$272.000,,"Una fragancia acuática, sensual y floral: una nueva e intensa interpretación de L'Eau d'Issey inspirada en los fascinantes paisajes submarinos del océano. El océano. Misterioso, aún por descubrir. Una invitación a vivir una aventura única. Una nueva odisea, un nuevo L'Eau d'Issey. En 2025, Issey Miyake Parfums presenta L'Eau d'Issey Eau de Parfum Intense, una nueva fragancia femenina inspirada en la belleza del océano. Descubre una nueva fragancia intensa, vibrante y sensual, que revela las profundidades más misteriosas del agua. Inspirada en las praderas submarinas de posidonia, este nuevo Eau de Parfum Intenso es fruto del encuentro creativo entre la perfumista Amandine Clerc Marie y el fotógrafo Alexis Rosenfeld, fundador del proyecto de exploración de los océanos 1Ocean. Sobre la piel, el acorde verde de posidonia potencia las notas acuáticas y florales. El ylang-ylang nos envuelve con su luz y suavidad, acompañado por la sensualidad de la vainilla. Una oda a la expresión más sensual e intensa de la naturaleza.",7836,https://www.rp-luxury.com/es/fragancias-femeninas/7836-6429-issey-miyake-l-eau-d-issey-eau-de-parfum-intense-recargable-50-ml.html#/33-talla-50ml,C:\Users\Bruno\Downloads\Imagenes_fragancias_femeninas\7836.jpg
TOMMY HILFIGER TOMMY GIRL EAU DE TOILETTE,,30ml | 100ml,$187.000,,"TOMMY GIRL de Tommy Hilfiger es una fragancia de verano chispeante, optimista y con personalidad propia; diseñada para las chicas modernas, deportistas, ingeniosas e independientes y de alma romántica. Una fragancia joven, elegante, fresca y natural, sin perder un ápice de feminidad.",7828,https://www.rp-luxury.com/es/fragancias-femeninas/7828-6420-tommy-hilfiger-tommy-girl-eau-de-toilette.html#/34-talla-100ml,C:\Users\Bruno\Downloads\Imagenes_fragancias_femeninas\7828.jpg
DOLCE GABBANA LIGHT BLUE CAPRI IN LOVE POUR FEMME EDP 100 Ml,,100ml,$325.000,,"Light Blue Capri In Love Eau de Parfum Capri, una isla que cautiva con sus extraordinarios paisajes, inspira el fascinante buqué de Light Blue Capri In Love. Se trata de una oda a su elegancia natural, donde las notas delicadas del té de jazmín se unen al crujido de la manzana verde y la intensidad de la longoza. Cada matiz de esta composición evoca la serenidad y el refinamiento de la isla, lo que crea una experiencia olfativa única y envolvente.",7808,https://www.rp-luxury.com/es/fragancias-femeninas/7808-6398-dolce-gabbana-light-blue-capri-in-love-pour-femme-edp-100-ml.html#/34-talla-100ml,C:\Users\Bruno\Downloads\Imagenes_fragancias_femeninas\7808.jpg
MOLYNEUX QUARTZ POUR FEMME BODY MIST 200 Ml,,200ml,$29.500,,Es una fragancia exquisita de la familia olfativa floral diseñada para mujeres que buscan un aroma elegante y atemporal. Esta esencia está cuidadosamente elaborada para resaltar la feminidad con un bouquet floral único y envolvente.,7807,https://www.rp-luxury.com/es/fragancias-femeninas/7807-6397-molyneux-quartz-pour-femme-body-mist-200-ml.html#/26-talla-200ml,C:\Users\Bruno\Downloads\Imagenes_fragancias_femeninas\7807.jpg
MOLYNEUX QUARTZ LIBERTY BODY MIST 200 Ml,,200ml,$29.500,,"Inspirado en los días soleados, este perfume de verano para mujer evoca un jardín exuberante bañado por la luz. Ideal para mujeres que buscan una fragancia alegre, positiva y luminosa.",7806,https://www.rp-luxury.com/es/fragancias-femeninas/7806-6396-molyneux-quartz-liberty-body-mist-200-ml.html#/26-talla-200ml,C:\Users\Bruno\Downloads\Imagenes_fragancias_femeninas\7806.jpg
MOLYNEUX QUARTZ LIBERTY EAU DE PARFUM 100 Ml,,100ml,$78.000,,"Inspirado en los días soleados, este perfume de verano para mujer evoca un jardín exuberante bañado por la luz. Ideal para mujeres que buscan una fragancia alegre, positiva y luminosa.",7805,https://www.rp-luxury.com/es/fragancias-femeninas/7805-6395-molyneux-quartz-liberty-eau-de-parfum-100-ml.html#/34-talla-100ml,C:\Users\Bruno\Downloads\Imagenes_fragancias_femeninas\7805.jpg
HERMES BARENIA EDP INTENSE 125 Ml REFILL (RECARGA),,125ml,$380.000,,"LA CREACIÓN La perfumista Christine Nagel ha creado una nueva interpretación del chipre Hermès: Barénia eau de parfum intense. Esta expresión, de una intensidad y sensualidad fascinantes, evoca una feminidad llena de misterio.",7789,https://www.rp-luxury.com/es/fragancias-femeninas/7789-6379-hermes-barenia-edp-intense-125-ml-refill-recarga.html#/30-talla-125ml,C:\Users\Bruno\Downloads\Imagenes_fragancias_femeninas\7789.jpg
HERMES BARENIA EAU DE PARFUM INTENSE,,30ml | 60ml | 100ml,$236.000,,"LA CREACIÓN La perfumista Christine Nagel ha creado una nueva interpretación del chipre Hermès: Barénia eau de parfum intense. Esta expresión, de una intensidad y sensualidad fascinantes, evoca una feminidad llena de misterio.",7788,https://www.rp-luxury.com/es/fragancias-femeninas/7788-6376-hermes-barenia-eau-de-parfum-intense-.html#/32-talla-30ml,C:\Users\Bruno\Downloads\Imagenes_fragancias_femeninas\7788.jpg
CACHAREL NOA EAU DE TOILETTE 100 Ml,,100ml,$129.000,,"El perfume Cacharel Noa Femme EDT es una fragancia floral amaderada que encapsula elegancia y serenidad. Su aroma suave combina notas de peonía blanca y fresia con jazmín y lirio del valle, cerrando con cedro y almizcle. El diseño del frasco, esférico y minimalista refleja su pureza. Ideal para el uso diario, Noa proporciona una estela fresca y duradera que evoca tranquilidad y feminidad.",7771,https://www.rp-luxury.com/es/fragancias-femeninas/7771-6371-cacharel-noa-eau-de-toilette-100-ml.html#/34-talla-100ml,C:\Users\Bruno\Downloads\Imagenes_fragancias_femeninas\7771.jpg
JIMMY CHOO I WANT CHOO EAU DE PARFUM 125 Ml,,125ml,$319.000,,"Construido alrededor del fascinante, casi hipnótico, lirio de araña rojo, I Want Choo es un aroma floral profundo pero estimulante que combina suaves notas de vainilla con las vibraciones sensuales del jazmín sambac.",7697,https://www.rp-luxury.com/es/fragancias-femeninas/7697-6343-jimmy-choo-i-want-choo-eau-de-parfum-125-ml.html#/30-talla-125ml,C:\Users\Bruno\Downloads\Imagenes_fragancias_femeninas\7697.jpg
LACOSTE SILVER ROSE EAU DE PARFUM 100 Ml,,100ml,$209.000,,"Con su acabado rosa metálico en honor a la raqueta de tenis de acero inventada por René Lacoste, L.12.12 Silver Rose es la nueva incorporación a la colección de fragancias inspirada en el icónico polo. Este Eau de Parfum floral y amaderado realza su ingrediente principal: la rosa. Las notas de cabeza afrutadas de pera y pomelo contrastan con la calidez del cashmeran en el fondo.",7692,https://www.rp-luxury.com/es/fragancias-femeninas/7692-6337-lacoste-silver-rose-eau-de-parfum-100-ml.html#/34-talla-100ml,C:\Users\Bruno\Downloads\Imagenes_fragancias_femeninas\7692.jpg
COACH GOLD PARFUM,,30ml | 90ml,$121.000,,"Coach Gold es una fragancia audaz y elegante inspirada en el rico resplandor de un día bañado por el sol. El aroma se abre con la calidez de la vainilla y una estela de ámbar dorado, luego se combina con las delicadas notas florales del acorde de flor de almendro dulce y el agua de rosas, antes de secarse con las notas brillantes y brillantes de bergamota y pimienta rosa.",7690,https://www.rp-luxury.com/es/fragancias-femeninas/7690-6334-coach-gold-parfum.html#/32-talla-30ml,C:\Users\Bruno\Downloads\Imagenes_fragancias_femeninas\7690.jpg
DIOR MISS DIOR ESSENCE DE PARFUM,,35ml | 50ml | 80ml,$223.450,,"Símbolo de una feminidad decidida y libre creado por Francis Kurkdjian, Director Creativo de los Perfumes Dior, la esencia de perfume Miss Dior expresa su intensidad con una fuerte concentración en una estela saturada de colores, con acordes golosos y sensuales. Miss Dior Essence sorprende y envuelve al mismo tiempo: el acorde de mora confitada y flor de saúco trasciende un bouquet de jazmín con una exuberancia desmedida. Sobre un fondo de acordes amaderados de roble denso y envolvente, este chipre travieso es una oda a la feminidad, que resuena como un trazo audaz sobre un lienzo olfativo floral. Hiperfemenina, la esencia de perfume Miss Dior se ha convertido en el manifiesto de una nueva generación de mujeres que se liberan de las convenciones sociales y llevan la voz cantante. Miss Dior Essence se reafirma y reconecta con su identidad original, reinterpretando el frasco tradicional creado en 1948 por Christian Dior: un motivo de pata de gallo esmerilado y un lazo poignard de grogrén negro fabricado en Francia adornan un precioso tapón de cristal.",7659,https://www.rp-luxury.com/es/fragancias-femeninas/7659-6323-dior-miss-dior-essence-de-parfum.html#/42-talla-35ml,C:\Users\Bruno\Downloads\Imagenes_fragancias_femeninas\7659.jpg
AGATHA RUIZ DE LA PRADA LOOK FUN EDT 80 Ml,,80ml,$40.320,,¡Modernas desde siempre! Encuentra tu fragancia ideal en una colección única. Desde aromas frescos y florales a perfumes más intensos y gourmand. Destaca con tu perfume de Agatha Ruiz de la Prada favorito. Que sea a todo color y brillante: descubrí LOOK FUN.,7654,https://www.rp-luxury.com/es/fragancias-femeninas/7654-6315-agatha-ruiz-de-la-prada-look-fun-edt-80-ml.html#/29-talla-80ml,C:\Users\Bruno\Downloads\Imagenes_fragancias_femeninas\7654.jpg
LATTAFA HAYAATI FLORENCE EDP 100 Ml,,100ml,$79.990,,"Hayaati Florence es una fragancia inspirada en la belleza y el encanto de Florencia, la ciudad italiana conocida por su arte y su cultura. Esta fragancia combina notas frescas, florales y frutales con toques dulces y cálidos, creando una armonía perfecta entre lo clásico y lo moderno.",7615,https://www.rp-luxury.com/es/fragancias-femeninas/7615-6258-lattafa-hayaati-florence-edp-100-ml.html#/34-talla-100ml,C:\Users\Bruno\Downloads\Imagenes_fragancias_femeninas\7615.jpg
GIVENCHY L'INTERDIT PARFUM,,35ml | 50ml | 80ml,$255.000,,"Perfume - Precioso y opulento Floral, amaderado, balsámico La icónica flor blanca se adorna con un peculiar y radiante Absoluto de Mimosa, sublimado por un precioso Acorde de Bálsamos.",7602,https://www.rp-luxury.com/es/fragancias-femeninas/7602-6248-givenchy-l-interdit-parfum.html#/33-talla-50ml,C:\Users\Bruno\Downloads\Imagenes_fragancias_femeninas\7602.jpg
